gridRow	gridColumn	spotRow	spotColumn	Name	GeneId	GeneName	ClusterId	Annot
1	1	10	8	QV3-BN0149-331-H01	BF082209	LBH	Hs.57209	likely ortholog of mouse limb-bud and heart gene
1	1	10	9	MR1-BN0213-004-E08	BE816271	ZNF512	Hs.294122	zinc finger protein 512
1	1	10	10	MR0-NN0087-017-A01	BE700169	SATB2	Hs.412327	SATB family member 2
1	2	1	1	TRP				
1	2	1	2	BLANK				
1	2	1	3	RC1-BT0254-111-A09	BE062274	RANBP10	Hs.6343	Ran-binding protein 10
1	2	1	4	RC2-HT0221-031-A09	AW378456	NCOA4	Hs.422334	nuclear receptor coactivator 4
1	2	1	5	PM3-HT0344-006-D09	AW383218	HSU79274	Hs.150555	protein predicted by clone 23733
1	2	1	6	MR3-NN0220-003-A02	BF947153	FAM34A	Hs.528724	family with sequence similarity 34, member A
1	2	1	7	CM0-MT0033-428-A12	BF359600	FLJ20445	Hs.343748	hypothetical protein FLJ20445
1	2	1	8	PM0-ET0208-001-A06	U21128	LUM	Hs.406475	lumican
1	2	1	9	MR0-NN0087-003-G07	AW899450	ARID4B	Hs.17428	AT rich interactive domain 4B (RBP1- like)
1	2	1	10	PM0-HN0132-003-D03	BI003170	ASB1	Hs.512609	ankyrin repeat and SOCS box-containing 1
1	2	2	1	BLANK				
1	2	2	2	BLANK				
1	2	2	3	CM1-CI0132-571-H08	BF811848	SEC13L	Hs.301048	sec13-like protein
1	2	2	4	RC0-UM0051-011-E06	AW799163	RCOR1	Hs.405373	REST corepressor 1
1	2	2	5	QV4-NT0027-169-F08	AW889003	DKFZP434P1750	Hs.136581	DKFZP434P1750 protein
1	2	2	6	QV2-HT0577-150-F12	AF126488	PPP1R8	Hs.356590	protein phosphatase 1, regulatory (inhibitor) subunit 8
1	2	2	7	QV0-HT0366-110-H12	BE155991	MB	Hs.118836	myoglobin
1	2	2	8	RC2-BN0048-016-F12	AW997233	CML66	Hs.195870	chronic myelogenous leukemia tumor antigen 66
1	2	2	9	PM0-AN0032-002-C10	AK026455	SELS	Hs.32148	selenoprotein S
1	2	2	10	PM3-BN0174-012-H09	BF328448	CECR1	Hs.170310	cat eye syndrome chromosome region, candidate 1
1	2	3	1	PM0-BT0531-001-B12	AW373532	KIAA0685	Hs.449098	KIAA0685
1	2	3	2	QV1-HT0471-121-G11	BE164925	C16orf5	Hs.7765	chromosome 16 open reading frame 5
1	2	3	3	CM1-GN0161-473-H04	BF988694	KIAA0323	Hs.7911	KIAA0323
1	2	3	4	MR0-HT0241-008-H06	BE148535	SERPINB10	Hs.158339	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 10
1	2	3	5	QV4-MT0050-262-E03	BF359731	C14orf104	Hs.265960	chromosome 14 open reading frame 104
1	2	3	6	QV0-NN1022-246-B02	BF364138	PC326	Hs.280168	PC326 protein
1	2	3	7	MR4-NN1196-001-G07	BF955407	ZNF184	Hs.158174	zinc finger protein 184 (Kruppel-like)
1	2	3	8	QV2-PT0012-070-B01	AW875487	SH3BP2	Hs.167679	SH3-domain binding protein 2
1	2	3	9	MR2-CI0127-004-D12	BF817791	ADD3	Hs.324470	adducin 3 (gamma)
1	2	3	10	PM0-FN0060-001-H01	L36121	SLC14A1	Hs.101307	solute carrier family 14 (urea transporter), member 1 (Kidd blood group)
1	2	4	1	RC0-CI0066-021-H10	BF801538	p66alpha	Hs.118964	p66 alpha
1	2	4	2	CM3-UM0001-082-G11	AW610502	SPAG7	Hs.90436	sperm associated antigen 7
1	2	4	3	QV3-SN0022-186-C09	BC031244	DYRK4	Hs.439530	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4
1	2	4	4	RC0-CN0026-012-E12	BE926995	PTDSR	Hs.72660	phosphatidylserine receptor
1	2	4	5	QV0-BT0078-005-B01	AW175991	USP13	Hs.85482	ubiquitin specific protease 13 (isopeptidase T-3)
1	2	4	6	QV2-HT0577-088-E01	AJ271671	SLC39A1	Hs.7854	solute carrier family 39 (zinc transporter), member 1
1	2	4	7	QV1-HT0313-082-H04	BE152165	RAB8A	Hs.5947	RAB8A, member RAS oncogene family
1	2	4	8	MR2-NT0135-012-A07	BF930038	PKIA	Hs.433700	protein kinase (cAMP-dependent, catalytic) inhibitor alpha
1	2	4	9	MR0-GN0024-008-C04	BF085292	CROT	Hs.12743	carnitine O-octanoyltransferase
1	2	4	10	PM0-UM0018-006-A06	BE774617	GNG2	Hs.112928	guanine nucleotide binding protein (G protein), gamma 2
1	2	5	1	MR3-ST0203-208-A03	AW609500	XPO4	Hs.311097	exportin 4
1	2	5	2	CM0-TN0034-493-C03	BE843399	MRTF-B	Hs.151076	myocardin-related transcription factor B
1	2	5	3	CM1-HT0878-458-A07	BF831397	KRT4	Hs.371139	keratin 4
1	2	5	4	RC0-NT0124-021-H08	BE767441	PTGS1	Hs.88474	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
1	2	5	5	RC0-TN0080-023-C09	BE844046	RABL5	Hs.389104	RAB, member RAS oncogene family-like 5
1	2	5	6	QV2-FT0010-302-H05	BE768663	FER1L3	Hs.362731	fer-1-like 3, myoferlin (C. elegans)
1	2	5	7	QV3-ET0211-526-B05	BF883676	MRPL24	Hs.418233	mitochondrial ribosomal protein L24
1	2	5	8	MR4-NT0143-007-C02	BC007501	PCMT1	Hs.79137	protein-L-isoaspartate (D-aspartate) O-methyltransferase
1	2	5	9	MR2-BN0114-005-E12	BE004752	RARRES1	Hs.82547	retinoic acid receptor responder (tazarotene induced) 1
1	2	5	10	PM3-HT0175-001-E04	M30938	XRCC5	Hs.257082	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kDa)
1	2	6	1	RC4-LT0071-014-G07	AW839499	DNAPTP6	Hs.230767	DNA polymerase-transactivated protein 6
1	2	6	2	CM1-UT0041-450-E04	BF910957	DDX42	Hs.8765	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42
1	2	6	3	RC3-FN0143-021-F04	NM_024708	ASB7	Hs.31845	ankyrin repeat and SOCS box-containing 7
1	2	6	4	PM2-TN0119-006-A08	BF889137	HYPK	Hs.511978	Huntingtin interacting protein K
1	2	6	5	MR0-CT0068-002-E02	AK026379		Hs.100912	CDNA: FLJ22726 fis, clone HSI15005
1	2	6	6	MR3-GN0154-003-H04	BF987396	SLC38A1	Hs.132246	solute carrier family 38, member 1
1	2	6	7	CM3-FT0100-242-A05	BE771968	RAD23A	Hs.440960	RAD23 homolog A (S. cerevisiae)
1	2	6	8	RC2-BN0123-011-G10	BE006093	TNRC9	Hs.110826	trinucleotide repeat containing 9
1	2	6	9	QV1-BN0001-038-D08	AW747895	FLJ11457	Hs.388438	hypothetical protein FLJ11457
1	2	6	10	PM0-NN0046-004-D10	BF362327	ADAT1	Hs.188661	adenosine deaminase, tRNA-specific 1
1	2	7	1	CM3-BN0022-087-C05	AW992089	EGFL6	Hs.12844	EGF-like-domain, multiple 6
1	2	7	2	QV1-HT0313-027-G06	AW381808	BST2	Hs.118110	bone marrow stromal cell antigen 2
1	2	7	3	QV1-UM0105-179-D08	AW805820	ZA20D1	Hs.8852	zinc finger, A20 domain containing 1
1	2	7	4	MR4-CT0539-002-B12	BF757749	FLJ20516	Hs.426696	timeless-interacting protein
1	2	7	5	MR0-HT0407-002-G02	AW606669	FYCO1	Hs.257267	FYVE and coiled-coil domain containing 1
1	2	7	6	QV2-BT0682-171-G07	AF053641	CSE1L	Hs.90073	CSE1 chromosome segregation 1-like (yeast)
1	2	7	7	RC2-CS0017-015-F06	BQ322362	KIAA1833	Hs.443139	hypothetical protein KIAA1833
1	2	7	8	RC3-CI0043-013-E12	BF807961	KIAA1005	Hs.196470	KIAA1005 protein
1	2	7	9	MR1-RT0079-013-C07	BI007468	LDB2	Hs.4980	LIM domain binding 2
1	2	7	10	PM0-CI0114-001-B08	BF802278	RALA	Hs.6906	v-ral simian leukemia viral oncogene homolog A (ras related)
1	2	8	1	QV2-NN0045-516-B04	BF959926	TA-PP2C	Hs.13854	T-cell activation protein phosphatase 2C
1	2	8	2	QV1-HT0311-036-D05	BC019246	SLC38A5	Hs.195155	solute carrier family 38, member 5
1	2	8	3	MR0-HT0209-106-A04	BE146024	AXIN1	Hs.512765	axin 1
1	2	8	4	RC3-BT0661-022-C11	BE926775	RAB3-GAP150	Hs.197289	rab3 GTPase-activating protein, non-catalytic subunit (150kD)
1	2	8	5	RC0-HT0771-023-F12	BE717116	TM9SF1	Hs.91586	transmembrane 9 superfamily member 1
1	2	8	6	MR2-NN1111-007-H08	BF364658	AKNA	Hs.159578	AT-hook transcription factor AKNA
1	2	8	7	MR4-HB0044-003-A11	BQ301540	CSNK1G1	Hs.405789	casein kinase 1, gamma 1
1	2	8	8	MR2-CT0222-006-B02	AW377342	GALNT7	Hs.156856	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)
1	2	8	9	QV3-ET0063-291-D05	BE829294	KIFC2	Hs.528713	kinesin family member C2
1	2	8	10	PM0-HN0073-012-C11	BI005758	SPIRE2	Hs.403714	spire homolog 2 (Drosophila)
1	2	9	1	RC4-CT0322-016-D06	AW857869	PLS1	Hs.203637	plastin 1 (I isoform)
1	2	9	2	MR4-HT1051-005-G02	BQ355515	C3orf1	Hs.210036	chromosome 3 open reading frame 1
1	2	9	3	QV3-BN0047-258-E12	BE814076	FLJ20972	Hs.244220	hypothetical protein FLJ20972
1	2	9	4	RC3-CN0018-016-F03	BE825264	UBE2A	Hs.379466	ubiquitin-conjugating enzyme E2A (RAD6 homolog)
1	2	9	5	QV0-CT0225-198-D02	AW852314	GNA13	Hs.9691	guanine nucleotide binding protein (G protein), alpha 13
1	2	9	6	QV0-ST0294-173-C01	BF375643	TM4SF3	Hs.84072	transmembrane 4 superfamily member 3
1	2	9	7	QV3-FT0211-457-B10	BF857162	SHC2	Hs.30965	SHC (Src homology 2 domain containing) transforming protein 2
1	2	9	8	MR4-UM0023-203-C03	AW795956	OAS1	Hs.442936	2',5'-oligoadenylate synthetase 1, 40/46kDa
1	2	9	9	QV4-NN1149-577-B08	BF956971	KDR	Hs.12337	kinase insert domain receptor (a type III receptor tyrosine kinase)
1	2	9	10	MR0-RT0037-003-D04	NM_002287	LAIR1	Hs.407964	leukocyte-associated Ig-like receptor 1
1	2	10	1	MR3-SN0010-105-C10	BE840939	FNBP1	Hs.440808	formin binding protein 1
1	2	10	2	CM3-TN0066-269-F04	BE843543	DKFZP434A1315	Hs.298312	hypothetical protein DKFZp434A1315
1	2	10	3	CM1-UT0041-359-C06	U63717	OSTF1	Hs.47011	osteoclast stimulating factor 1
1	2	10	4	CM3-GN0092-408-F12	BF989454	C15orf15	Hs.274772	chromosome 15 open reading frame 15
1	2	10	5	MR2-ST0130-003-A08	AW388636	SLC39A7	Hs.278721	solute carrier family 39 (zinc transporter), member 7
1	2	10	6	QV0-UM0093-191-B08	AW804509	BRAP	Hs.122764	BRCA1 associated protein
1	2	10	7	QV3-DT0019-039-H10	AW364460	SYNE2	Hs.444069	spectrin repeat containing, nuclear envelope 2
1	2	10	8	MR4-TN0112-206-B05	BF888598	C9orf83	Hs.415534	chromosome 9 open reading frame 83
1	2	10	9	MR1-CI0182-002-C06	BF806039	KDELR3	Hs.528305	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
1	2	10	10	RC1-HT0939-021-E12	AF207664	ADAMTS1	Hs.8230	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 1
1	3	1	1	LYS				
1	3	1	2	BLANK				
1	3	1	3	CM1-CS0038-487-H12	BF763336	SYNJ2BP	Hs.443661	synaptojanin 2 binding protein
1	3	1	4	MR0-HT0559-002-H03	BE171964	FLJ10287	Hs.40337	hypothetical protein FLJ10287
1	3	1	5	QV4-GN0143-579-D03	BG006548	DUSP9	Hs.144879	dual specificity phosphatase 9
1	3	1	6	QV2-BT0258-019-F11	AW370599	FLJ11301	Hs.436471	hypothetical protein FLJ11301
1	3	1	7	QV3-ET0197-496-A10	BF880478	DAB2IP	Hs.238465	DAB2 interacting protein
1	3	1	8	QV3-BT0537-070-C06	AW602156	BAHD1	Hs.22109	bromo adjacent homology domain containing 1
1	3	1	9	MR0-CT0451-006-D10	BF335282	HNRPM	Hs.385766	heterogeneous nuclear ribonucleoprotein M
1	3	1	10	MR0-HT0559-014-C11	AK057677		Hs.528457	LOC400379 (LOC388126), mRNA
1	3	2	1	BLANK				
1	3	2	2	BLANK				
1	3	2	3	IL3-CT0219-059-A01	AW604194	SLC35C1	Hs.12211	solute carrier family 35, member C1
1	3	2	4	RC2-BN0032-012-H10	AW992916	SLC33A1	Hs.285176	solute carrier family 33 (acetyl-CoA transporter), member 1
1	3	2	5	MR0-BN0115-002-E05	BE005145	TGFB2	Hs.169300	transforming growth factor, beta 2
1	3	2	6	MR3-CT0458-004-C10	BF083756	CTPS2	Hs.414156	CTP synthase II
1	3	2	7	CM0-NN0136-452-A04	BE701073	GPR24	Hs.248122	G protein-coupled receptor 24
1	3	2	8	QV1-CI0173-462-A07	BF805543	BIN1	Hs.193163	bridging integrator 1
1	3	2	9	MR1-RT0038-004-E08	BF821475	PFKFB3	Hs.195471	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
1	3	2	10	MR0-NT0039-003-C02	U45975	PIB5PA	Hs.21492	phosphatidylinositol (4,5) bisphosphate 5-phosphatase, A
1	3	3	1	CM1-HT0876-462-H03	BF831202	LRBA	Hs.209846	LPS-responsive vesicle trafficking, beach and anchor containing
1	3	3	2	CM0-UT0005-536-H07	BF093989	ADCY7	Hs.172199	adenylate cyclase 7
1	3	3	3	RC2-MT0148-110-H06	BC032231	EMILIN2	Hs.270143	elastin microfibril interfacer 2
1	3	3	4	RC4-NN1050-012-D04	AW904366	C13orf1	Hs.44235	chromosome 13 open reading frame 1
1	3	3	5	QV4-GN0143-574-C05	BG005245	MBD5	Hs.458312	methyl-CpG binding domain protein 5
1	3	3	6	QV0-GN0213-486-G06	BF998724	SF3B1	Hs.334826	splicing factor 3b, subunit 1, 155kDa
1	3	3	7	RC2-CS0018-013-B03	BQ322431	DKFZP434J154	Hs.226372	DKFZP434J154 protein
1	3	3	8	QV3-BN0096-161-B01	BE003667	FLJ20273	Hs.95549	RNA-binding protein
1	3	3	9	QV4-GN0122-556-E02	BG004153	FLJ10579	Hs.8055	hypothetical protein FLJ10579
1	3	3	10	RC4-CI0167-011-H02	BF813947	TEKT3	Hs.414648	tektin 3
1	3	4	1	RC1-GN0268-011-F11	BG011355	KIAA0907	Hs.24656	KIAA0907 protein
1	3	4	2	CM2-BN0224-180-E08	BE011730	KIAA1194	Hs.437844	KIAA1194
1	3	4	3	QV1-ET0008-236-G02	BE827235	LOC51061	Hs.313847	hypothetical protein LOC51061
1	3	4	4	RC5-HT0259-011-A08	AW380001	C1orf16	Hs.43660	chromosome 1 open reading frame 16
1	3	4	5	QV4-UM0094-147-D02	AW804839	ATP6V1E1	Hs.77805	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E isoform 1
1	3	4	6	QV2-HT0540-358-H05	BF087447	GAK	Hs.153227	cyclin G associated kinase
1	3	4	7	QV2-NT0048-316-H04	BE936524	NUP210	Hs.292119	nucleoporin 210
1	3	4	8	MR2-HN0036-006-B05	X69490	TTN	Hs.434384	titin
1	3	4	9	MR0-NN0087-003-H06	AW899453	C1orf22	Hs.308809	chromosome 1 open reading frame 22
1	3	4	10	PM0-BT0757-003-H03	BE694638	SNX5	Hs.13794	sorting nexin 5
1	3	5	1	CM0-ST0227-094-B01	AW391783	C4BPA	Hs.1012	complement component 4 binding protein, alpha
1	3	5	2	PM2-CN0099-013-F05	BG982835	CD2	Hs.89476	CD2 antigen (p50), sheep red blood cell receptor
1	3	5	3	CM0-CI0137-674-B04	BF803043	GLTSCR2	Hs.421907	glioma tumor suppressor candidate region gene 2
1	3	5	4	QV1-ET0008-250-B06	BE827269	SEC14L1	Hs.75232	SEC14-like 1 (S. cerevisiae)
1	3	5	5	QV3-NN1023-169-D06	AW902229	KIAA1189	Hs.528148	KIAA1189
1	3	5	6	CM0-CS0041-643-F12	BF763914	NFKBIB	Hs.9731	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta
1	3	5	7	MR4-BT0358-006-B06	BE067727	RBL2	Hs.283604	retinoblastoma-like 2 (p130)
1	3	5	8	QV2-OT0062-177-F06	AW883191	PS1D	Hs.54971	putative S1 RNA binding domain protein
1	3	5	9	MR2-NT0139-003-D02	BF930310	FLJ14803	Hs.267245	hypothetical protein FLJ14803
1	3	5	10	MR2-NT0135-017-H09	BF934146	MTHFR	Hs.214142	5,10-methylenetetrahydrofolate reductase (NADPH)
1	3	6	1	RC2-DT0002-018-B08	AW935141	FLJ21918	Hs.371804	hypothetical protein FLJ21918
1	3	6	2	PM2-NN1048-001-G01	AW904282	NCOR2	Hs.287994	nuclear receptor co-repressor 2
1	3	6	3	QV1-FT0170-268-C08	BE773982	SIPL	Hs.502773	SIPL protein
